ACCx,ACCy,ACCz,GYROx,GYROy,GYROz,Magx,Magy,Magz,时间[yyyy-mm-dd|hh:mm:ss.ss]
加速度分辨率: 16384LBS/g,陀螺仪分辨率: 32.8LBS/dps
0,0,0,-26,0,-9,-434,-520,-472,2016/8/6|23:12:04.805
0,0,0,-26,0,-10,-432,-520,-474,2016/8/6|23:12:04.817
0,0,0,-26,0,-10,-440,-625,-479,2016/8/6|23:12:04.831
0,0,0,-27,0,-10,-449,-625,-484,2016/8/6|23:12:04.837
0,0,0,-27,0,-10,-451,-417,-486,2016/8/6|23:12:04.857
0,0,0,-27,0,-10,-450,-417,-486,2016/8/6|23:12:04.870
0,0,0,-28,0,-11,-440,-208,-483,2016/8/6|23:12:04.882
0,0,0,-28,0,-11,-428,-208,-479,2016/8/6|23:12:04.899
0,0,0,-28,0,-11,-413,0,-471,2016/8/6|23:12:04.917
0,0,0,-28,0,-11,-393,0,-462,2016/8/6|23:12:04.926
0,0,0,-27,0,-10,-386,-520,-460,2016/8/6|23:12:04.944
0,0,0,-26,0,-9,-391,-520,-463,2016/8/6|23:12:04.958
0,0,0,-25,0,-7,-404,-520,-465,2016/8/6|23:12:04.973
0,0,0,-24,0,-7,-413,-520,-467,2016/8/6|23:12:04.984
0,0,0,-24,0,-6,-416,-625,-471,2016/8/6|23:12:05.7
0,0,0,-24,0,-6,-425,-625,-475,2016/8/6|23:12:05.18
0,0,0,-24,0,-7,-434,-312,-475,2016/8/6|23:12:05.29
0,0,0,-25,0,-7,-434,-312,-473,2016/8/6|23:12:05.51
0,0,0,-25,0,-7,-434,-625,-475,2016/8/6|23:12:05.61
0,0,0,-25,0,-7,-441,-625,-480,2016/8/6|23:12:05.77
0,0,0,-26,0,-7,-446,-312,-479,2016/8/6|23:12:05.87
0,0,0,-26,0,-8,-441,-312,-477,2016/8/6|23:12:05.107
0,0,0,-26,0,-8,-428,-312,-474,2016/8/6|23:12:05.118
0,0,0,-26,0,-8,-416,-312,-472,2016/8/6|23:12:05.152
0,0,0,-26,0,-7,-413,-520,-472,2016/8/6|23:12:05.166
0,0,0,-26,0,-7,-411,-520,-474,2016/8/6|23:12:05.180
0,0,0,-27,0,-6,-404,-417,-475,2016/8/6|23:12:05.196
0,0,0,-27,0,-6,-398,-417,-474,2016/8/6|23:12:05.224
0,0,0,-27,0,-6,-404,-625,-477,2016/8/6|23:12:05.225
0,0,0,-27,0,-6,-416,-625,-482,2016/8/6|23:12:05.242
0,0,0,-28,0,-6,-431,-520,-484,2016/8/6|23:12:05.253
0,0,0,-28,0,-6,-447,-520,-486,2016/8/6|23:12:05.281
0,0,0,-28,0,-7,-466,-417,-487,2016/8/6|23:12:05.296
0,0,0,-29,0,-7,-477,-417,-486,2016/8/6|23:12:05.296
0,0,0,-29,0,-7,-475,-520,-488,2016/8/6|23:12:05.303
0,0,0,-29,0,-7,-475,-520,-490,2016/8/6|23:12:05.322
0,0,0,-30,0,-8,-472,-417,-490,2016/8/6|23:12:05.333
0,0,0,-30,0,-8,-467,-417,-490,2016/8/6|23:12:05.356
0,0,0,-30,0,-8,-464,-625,-492,2016/8/6|23:12:05.367
0,0,0,-31,0,-8,-468,-625,-496,2016/8/6|23:12:05.381
0,0,0,-31,0,-8,-475,-417,-498,2016/8/6|23:12:05.415
0,0,0,-31,0,-8,-476,-417,-497,2016/8/6|23:12:05.415
0,0,0,-32,0,-8,-470,-520,-498,2016/8/6|23:12:05.426
0,0,0,-32,0,-8,-470,-520,-500,2016/8/6|23:12:05.438
0,0,0,-32,0,-8,-481,-625,-503,2016/8/6|23:12:05.462
0,0,0,-33,0,-8,-495,-625,-507,2016/8/6|23:12:05.465
0,0,0,-33,0,-9,-505,-520,-510,2016/8/6|23:12:05.509
0,0,0,-33,0,-9,-511,-520,-512,2016/8/6|23:12:05.509
0,0,0,-34,0,-9,-508,-417,-512,2016/8/6|23:12:05.520
0,0,0,-34,0,-9,-505,-417,-512,2016/8/6|23:12:05.529
0,0,0,-34,0,-9,-499,-208,-508,2016/8/6|23:12:05.539
0,0,0,-34,0,-9,-487,-208,-502,2016/8/6|23:12:05.569
0,0,0,-34,0,-9,-476,-417,-500,2016/8/6|23:12:05.580
0,0,0,-34,0,-9,-468,-417,-499,2016/8/6|23:12:05.586
0,0,0,-33,0,-8,-464,-417,-498,2016/8/6|23:12:05.600
0,0,0,-33,0,-7,-461,-417,-498,2016/8/6|23:12:05.616
0,0,0,-32,0,-7,-473,-833,-503,2016/8/6|23:12:05.648
0,0,0,-31,0,-6,-489,-833,-511,2016/8/6|23:12:05.663
0,0,0,-31,0,-6,-496,-625,-517,2016/8/6|23:12:05.674
0,0,0,-32,0,-7,-502,-625,-521,2016/8/6|23:12:05.692
0,0,0,-32,0,-8,-508,-520,-523,2016/8/6|23:12:05.699
0,0,0,-32,0,-8,-510,-520,-524,2016/8/6|23:12:05.721
0,0,0,-33,0,-8,-514,-833,-531,2016/8/6|23:12:05.735
0,0,0,-33,0,-9,-526,-833,-539,2016/8/6|23:12:05.744
0,0,0,-33,0,-9,-526,-208,-538,2016/8/6|23:12:05.761
0,0,0,-34,0,-10,-516,-208,-533,2016/8/6|23:12:05.801
0,0,0,-34,0,-10,-511,-520,-532,2016/8/6|23:12:05.801
0,0,0,-34,0,-10,-510,-520,-533,2016/8/6|23:12:05.801
0,0,0,-33,0,-10,-505,-520,-534,2016/8/6|23:12:05.813
0,0,0,-33,0,-10,-502,-520,-536,2016/8/6|23:12:05.827
0,0,0,-33,0,-10,-505,-625,-539,2016/8/6|23:12:05.852
0,0,0,-34,0,-10,-511,-625,-542,2016/8/6|23:12:05.863
0,0,0,-34,0,-10,-517,-520,-544,2016/8/6|23:12:05.874
0,0,0,-34,0,-10,-524,-520,-545,2016/8/6|23:12:05.886
0,0,0,-35,0,-11,-535,-417,-545,2016/8/6|23:12:05.908
0,0,0,-35,0,-11,-541,-417,-544,2016/8/6|23:12:05.919
0,0,0,-35,0,-11,-544,-520,-544,2016/8/6|23:12:05.954
0,0,0,-35,0,-11,-548,-520,-545,2016/8/6|23:12:05.955
0,0,0,-36,0,-11,-550,-417,-545,2016/8/6|23:12:05.969
0,0,0,-36,0,-11,-544,-417,-543,2016/8/6|23:12:05.981
0,0,0,-36,0,-10,-529,-520,-544,2016/8/6|23:12:06.4
0,0,0,-36,0,-10,-518,-520,-544,2016/8/6|23:12:06.8
0,0,0,-37,0,-10,-517,-625,-547,2016/8/6|23:12:06.33
0,0,0,-37,0,-9,-518,-625,-550,2016/8/6|23:12:06.33
0,0,0,-37,0,-9,-523,-625,-553,2016/8/6|23:12:06.50
0,0,0,-37,0,-9,-523,-625,-556,2016/8/6|23:12:06.89
0,0,0,-38,0,-9,-511,-520,-558,2016/8/6|23:12:06.89
0,0,0,-38,0,-9,-507,-520,-559,2016/8/6|23:12:06.103
0,0,0,-38,0,-10,-511,-208,-555,2016/8/6|23:12:06.110
0,0,0,-38,0,-10,-507,-208,-548,2016/8/6|23:12:06.153
0,0,0,-38,0,-9,-505,-625,-548,2016/8/6|23:12:06.154
0,0,0,-38,0,-9,-510,-625,-551,2016/8/6|23:12:06.168
0,0,0,-37,0,-8,-508,-417,-551,2016/8/6|23:12:06.191
0,0,0,-37,0,-8,-502,-417,-549,2016/8/6|23:12:06.197
0,0,0,-37,0,-8,-493,-417,-547,2016/8/6|23:12:06.221
0,0,0,-37,0,-7,-486,-417,-545,2016/8/6|23:12:06.251
0,0,0,-36,0,-7,-482,-417,-543,2016/8/6|23:12:06.252
0,0,0,-35,0,-6,-479,-417,-541,2016/8/6|23:12:06.269
0,0,0,-34,0,-6,-473,-208,-536,2016/8/6|23:12:06.270
0,0,0,-33,0,-4,-462,-208,-529,2016/8/6|23:12:06.279
0,0,0,-32,0,-2,-446,-104,-520,2016/8/6|23:12:06.294
0,0,0,-31,0,-1,-429,-104,-511,2016/8/6|23:12:06.332
0,0,0,-30,0,0,-428,-520,-508,2016/8/6|23:12:06.332
0,0,0,-29,0,0,-431,-520,-508,2016/8/6|23:12:06.340
0,0,0,-28,0,0,-437,-730,-511,2016/8/6|23:12:06.356
0,0,0,-27,0,0,-444,-730,-515,2016/8/6|23:12:06.375
0,0,0,-27,0,0,-443,-520,-517,2016/8/6|23:12:06.390
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:49.250
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:49.256
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:49.262
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:49.266
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:49.282
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:49.299
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:49.318
0,0,0,-589,0,0,0,0,0,2016/8/6|23:12:49.329
0,0,0,-598,0,0,0,0,0,2016/8/6|23:12:49.349
0,0,0,-615,0,0,0,0,0,2016/8/6|23:12:49.358
0,0,0,-623,0,0,0,0,0,2016/8/6|23:12:49.374
0,0,0,-640,0,0,0,0,0,2016/8/6|23:12:49.389
0,0,0,-648,0,0,0,0,0,2016/8/6|23:12:49.401
0,0,0,-665,0,0,0,0,0,2016/8/6|23:12:49.418
0,0,0,-670,0,0,0,0,0,2016/8/6|23:12:49.440
0,0,0,-676,0,0,0,0,0,2016/8/6|23:12:49.448
0,0,0,-677,0,0,0,0,0,2016/8/6|23:12:49.463
0,0,0,-678,0,0,0,0,0,2016/8/6|23:12:49.474
0,0,0,-677,0,0,0,0,0,2016/8/6|23:12:49.492
0,0,0,-675,0,0,0,0,0,2016/8/6|23:12:49.507
0,0,0,-673,0,0,0,0,0,2016/8/6|23:12:49.524
0,0,0,-670,0,0,0,0,0,2016/8/6|23:12:49.540
0,0,0,-669,0,0,0,0,0,2016/8/6|23:12:49.557
0,0,0,-665,0,0,0,0,0,2016/8/6|23:12:49.568
0,0,0,-663,0,0,0,0,0,2016/8/6|23:12:49.583
0,0,0,-659,0,0,0,0,0,2016/8/6|23:12:49.612
0,0,0,-657,0,0,0,0,0,2016/8/6|23:12:49.622
0,0,0,-653,0,0,0,0,0,2016/8/6|23:12:49.642
0,0,0,-651,0,0,0,0,0,2016/8/6|23:12:49.651
0,0,0,-647,0,0,0,0,0,2016/8/6|23:12:49.671
0,0,0,-645,0,0,0,0,0,2016/8/6|23:12:49.680
0,0,0,-642,0,0,0,0,0,2016/8/6|23:12:49.706
0,0,0,-640,0,0,0,0,0,2016/8/6|23:12:49.724
0,0,0,-636,0,0,0,0,0,2016/8/6|23:12:49.724
0,0,0,-634,0,0,0,0,0,2016/8/6|23:12:49.736
0,0,0,-630,0,0,0,0,0,2016/8/6|23:12:49.754
0,0,0,-628,0,0,0,0,0,2016/8/6|23:12:49.763
0,0,0,-624,0,0,0,0,0,2016/8/6|23:12:49.779
0,0,0,-622,0,0,0,0,0,2016/8/6|23:12:49.796
0,0,0,-618,0,0,0,0,0,2016/8/6|23:12:49.810
0,0,0,-616,0,0,0,0,0,2016/8/6|23:12:49.832
0,0,0,-612,0,0,0,0,0,2016/8/6|23:12:49.843
0,0,0,-610,0,0,0,0,0,2016/8/6|23:12:49.855
0,0,0,-606,0,0,0,0,0,2016/8/6|23:12:49.869
0,0,0,-604,0,0,0,0,0,2016/8/6|23:12:49.884
0,0,0,-601,0,0,0,0,0,2016/8/6|23:12:49.896
0,0,0,-599,0,0,0,0,0,2016/8/6|23:12:49.918
0,0,0,-595,0,0,0,0,0,2016/8/6|23:12:49.928
0,0,0,-593,0,0,0,0,0,2016/8/6|23:12:49.945
0,0,0,-589,0,0,0,0,0,2016/8/6|23:12:49.955
0,0,0,-587,0,0,0,0,0,2016/8/6|23:12:49.975
0,0,0,-584,0,0,0,0,0,2016/8/6|23:12:49.988
0,0,0,-582,0,0,0,0,0,2016/8/6|23:12:50.6
0,0,0,-578,0,0,0,0,0,2016/8/6|23:12:50.14
0,0,0,-576,0,0,0,0,0,2016/8/6|23:12:50.34
0,0,0,-572,0,0,0,0,0,2016/8/6|23:12:50.55
0,0,0,-570,0,0,0,0,0,2016/8/6|23:12:50.57
0,0,0,-567,0,0,0,0,0,2016/8/6|23:12:50.92
0,0,0,-565,0,0,0,0,0,2016/8/6|23:12:50.102
0,0,0,-561,0,0,0,0,0,2016/8/6|23:12:50.126
0,0,0,-559,0,0,0,0,0,2016/8/6|23:12:50.133
0,0,0,-555,0,0,0,0,0,2016/8/6|23:12:50.149
0,0,0,-553,0,0,0,0,0,2016/8/6|23:12:50.168
0,0,0,-549,0,0,0,0,0,2016/8/6|23:12:50.182
0,0,0,-548,0,0,0,0,0,2016/8/6|23:12:50.195
0,0,0,-544,0,0,0,0,0,2016/8/6|23:12:50.218
0,0,0,-542,0,0,0,0,0,2016/8/6|23:12:50.218
0,0,0,-538,0,0,0,0,0,2016/8/6|23:12:50.231
0,0,0,-536,0,0,0,0,0,2016/8/6|23:12:50.246
0,0,0,-532,0,0,0,0,0,2016/8/6|23:12:50.260
0,0,0,-530,0,0,0,0,0,2016/8/6|23:12:50.276
0,0,0,-527,0,0,0,0,0,2016/8/6|23:12:50.288
0,0,0,-525,0,0,0,0,0,2016/8/6|23:12:50.308
0,0,0,-521,0,0,0,0,0,2016/8/6|23:12:50.328
0,0,0,-519,0,0,0,0,0,2016/8/6|23:12:50.332
0,0,0,-515,0,0,0,0,0,2016/8/6|23:12:50.348
0,0,0,-513,0,0,0,0,0,2016/8/6|23:12:50.360
0,0,0,-509,0,0,0,0,0,2016/8/6|23:12:50.378
0,0,0,-507,0,0,0,0,0,2016/8/6|23:12:50.394
0,0,0,-503,0,0,0,0,0,2016/8/6|23:12:50.404
0,0,0,-502,0,0,0,0,0,2016/8/6|23:12:50.423
0,0,0,-498,0,0,0,0,0,2016/8/6|23:12:50.440
0,0,0,-496,0,0,0,0,0,2016/8/6|23:12:50.449
0,0,0,-492,0,0,0,0,0,2016/8/6|23:12:50.473
0,0,0,-490,0,0,0,0,0,2016/8/6|23:12:50.484
0,0,0,-486,0,0,0,0,0,2016/8/6|23:12:50.492
0,0,0,-484,0,0,0,0,0,2016/8/6|23:12:50.511
0,0,0,-480,0,0,0,0,0,2016/8/6|23:12:50.535
0,0,0,-479,0,0,0,0,0,2016/8/6|23:12:50.541
0,0,0,-475,0,0,0,0,0,2016/8/6|23:12:50.567
0,0,0,-473,0,0,0,0,0,2016/8/6|23:12:50.587
0,0,0,-469,0,0,0,0,0,2016/8/6|23:12:50.596
0,0,0,-467,0,0,0,0,0,2016/8/6|23:12:50.617
0,0,0,-463,0,0,0,0,0,2016/8/6|23:12:50.632
0,0,0,-461,0,0,0,0,0,2016/8/6|23:12:50.646
0,0,0,-458,0,0,0,0,0,2016/8/6|23:12:50.662
0,0,0,-456,0,0,0,0,0,2016/8/6|23:12:50.679
0,0,0,-452,0,0,0,0,0,2016/8/6|23:12:50.686
0,0,0,-450,0,0,0,0,0,2016/8/6|23:12:50.698
0,0,0,-446,0,0,0,0,0,2016/8/6|23:12:50.708
0,0,0,-444,0,0,0,0,0,2016/8/6|23:12:50.722
0,0,0,-440,0,0,-9,-347,0,2016/8/6|23:12:50.756
0,0,0,-438,0,0,-24,-347,0,2016/8/6|23:12:50.756
0,0,0,-435,0,0,-36,-243,0,2016/8/6|23:12:50.770
0,0,0,-433,0,0,-47,-243,0,2016/8/6|23:12:50.799
0,0,0,-429,0,0,-63,-451,0,2016/8/6|23:12:50.802
0,0,0,-427,0,0,-82,-451,0,2016/8/6|23:12:50.815
0,0,0,-423,0,0,-105,-556,0,2016/8/6|23:12:50.830
0,0,0,-421,0,0,-128,-556,0,2016/8/6|23:12:50.841
0,0,0,-418,0,0,-149,-451,0,2016/8/6|23:12:50.867
0,0,0,-416,0,0,-169,-451,0,2016/8/6|23:12:50.882
0,0,0,-412,0,0,-185,-347,0,2016/8/6|23:12:50.885
0,0,0,-410,0,0,-200,-347,0,2016/8/6|23:12:50.900
0,0,0,-406,0,0,-218,-451,0,2016/8/6|23:12:50.916
0,0,0,-405,0,0,-237,-451,0,2016/8/6|23:12:50.935
0,0,0,-401,0,0,-259,-556,0,2016/8/6|23:12:50.959
0,0,0,-399,0,0,-283,-556,0,2016/8/6|23:12:50.961
0,0,0,-396,0,0,-301,-347,0,2016/8/6|23:12:50.978
0,0,0,-394,0,0,-316,-347,0,2016/8/6|23:12:50.992
0,0,0,-390,0,0,-334,-451,0,2016/8/6|23:12:51.20
0,0,0,-388,0,0,-353,-451,0,2016/8/6|23:12:51.33
0,0,0,-385,0,0,-366,-243,0,2016/8/6|23:12:51.53
0,0,0,-383,0,0,-377,-243,0,2016/8/6|23:12:51.61
0,0,0,-379,0,0,-396,-556,0,2016/8/6|23:12:51.86
0,0,0,-378,0,0,-415,-556,0,2016/8/6|23:12:51.99
0,0,0,-374,0,0,-418,-347,0,2016/8/6|23:12:51.107
0,0,0,-372,0,0,-420,-347,0,2016/8/6|23:12:51.129
0,0,0,-369,0,0,-424,-347,0,2016/8/6|23:12:51.138
0,0,0,-367,0,0,-426,-347,0,2016/8/6|23:12:51.154
0,0,0,-364,0,0,-424,-451,0,2016/8/6|23:12:51.163
0,0,0,-362,0,0,-423,-451,0,2016/8/6|23:12:51.195
0,0,0,-359,0,0,-415,-347,0,2016/8/6|23:12:51.195
0,0,0,-357,0,0,-408,-347,0,2016/8/6|23:12:51.208
0,0,0,-354,0,0,-409,-556,0,2016/8/6|23:12:51.222
0,0,0,-352,0,0,-415,-556,0,2016/8/6|23:12:51.238
0,0,0,-349,0,0,-415,-243,0,2016/8/6|23:12:51.261
0,0,0,-347,0,0,-409,-243,0,2016/8/6|23:12:51.274
0,0,0,-344,0,0,-406,-451,0,2016/8/6|23:12:51.280
0,0,0,-342,0,0,-405,-451,0,2016/8/6|23:12:51.295
0,0,0,-339,0,0,-400,-451,0,2016/8/6|23:12:51.316
0,0,0,-337,0,0,-399,-451,0,2016/8/6|23:12:51.329
0,0,0,-334,0,0,-400,-347,0,2016/8/6|23:12:51.341
0,0,0,-332,0,0,-399,-347,0,2016/8/6|23:12:51.352
0,0,0,-329,0,0,-400,-556,0,2016/8/6|23:12:51.365
0,0,0,-328,0,0,-408,-556,0,2016/8/6|23:12:51.393
0,0,0,-324,0,0,-415,-347,0,2016/8/6|23:12:51.405
0,0,0,-323,0,0,-415,-347,0,2016/8/6|23:12:51.412
0,0,0,-320,0,0,-397,-35,0,2016/8/6|23:12:51.428
0,0,0,-318,0,0,-378,-35,0,2016/8/6|23:12:51.454
0,0,0,-315,0,0,-370,-243,0,2016/8/6|23:12:51.465
0,0,0,-313,0,0,-366,-243,0,2016/8/6|23:12:51.474
0,0,0,-310,0,0,-370,-556,0,2016/8/6|23:12:51.498
0,0,0,-309,0,0,-378,-556,0,2016/8/6|23:12:51.519
0,0,0,-306,0,0,-379,-451,0,2016/8/6|23:12:51.519
0,0,0,-304,0,0,-381,-451,0,2016/8/6|23:12:51.544
0,0,0,-301,0,0,-385,-451,0,2016/8/6|23:12:51.560
0,0,0,-300,0,0,-387,-451,0,2016/8/6|23:12:51.576
0,0,0,-297,0,0,-382,-451,0,2016/8/6|23:12:51.610
0,0,0,-295,0,0,-382,-451,0,2016/8/6|23:12:51.610
0,0,0,-292,0,0,-397,-660,0,2016/8/6|23:12:51.622
0,0,0,-291,0,0,-412,-660,0,2016/8/6|23:12:51.635
0,0,0,-288,0,0,-412,-347,0,2016/8/6|23:12:51.644
0,0,0,-286,0,0,-408,-347,0,2016/8/6|23:12:51.653
0,0,0,-283,0,0,-406,-451,0,2016/8/6|23:12:51.675
0,0,0,-282,0,0,-408,-451,0,2016/8/6|23:12:51.688
0,0,0,-279,0,0,-412,-451,0,2016/8/6|23:12:51.698
0,0,0,-278,0,0,-414,-451,0,2016/8/6|23:12:51.716
0,0,0,-275,0,0,-406,-347,0,2016/8/6|23:12:51.739
0,0,0,-273,0,0,-400,-347,0,2016/8/6|23:12:51.750
0,0,0,-271,0,0,-409,-660,0,2016/8/6|23:12:51.760
0,0,0,-269,0,0,-427,-660,0,2016/8/6|23:12:51.772
0,0,0,-266,0,0,-451,-556,0,2016/8/6|23:12:51.789
0,0,0,-265,0,0,-470,-556,0,2016/8/6|23:12:51.817
0,0,0,-262,0,0,-484,-556,0,2016/8/6|23:12:51.818
0,0,0,-261,0,0,-493,-556,0,2016/8/6|23:12:51.833
0,0,0,-258,0,0,-487,-347,0,2016/8/6|23:12:51.846
0,0,0,-257,0,0,-479,-347,0,2016/8/6|23:12:51.864
0,0,0,-254,0,0,-481,-556,0,2016/8/6|23:12:51.881
0,0,0,-253,0,0,-485,-556,0,2016/8/6|23:12:51.891
0,0,0,-250,0,0,-487,-451,0,2016/8/6|23:12:51.907
0,0,0,-249,0,0,-487,-451,0,2016/8/6|23:12:51.939
0,0,0,-246,0,0,-484,-347,0,2016/8/6|23:12:51.940
0,0,0,-245,0,0,-476,-347,0,2016/8/6|23:12:51.951
0,0,0,-242,0,0,-463,-347,0,2016/8/6|23:12:51.966
0,0,0,-241,0,0,-454,-347,0,2016/8/6|23:12:51.987
0,0,0,0,0,0,-444,0,0,2016/8/6|23:12:52.31
0,0,0,0,0,0,-428,0,0,2016/8/6|23:12:52.32
0,0,0,0,0,0,-408,0,0,2016/8/6|23:12:52.48
0,0,0,0,0,0,-389,0,0,2016/8/6|23:12:52.57
0,0,0,0,0,0,-370,0,0,2016/8/6|23:12:52.72
0,0,0,0,0,0,-352,0,0,2016/8/6|23:12:52.80
0,0,0,0,0,0,-337,0,0,2016/8/6|23:12:52.104
0,0,0,0,0,0,-318,0,0,2016/8/6|23:12:52.112
0,0,0,0,0,0,-289,0,0,2016/8/6|23:12:52.127
0,0,0,0,0,0,-262,0,0,2016/8/6|23:12:52.137
0,0,0,0,0,0,-239,0,0,2016/8/6|23:12:52.147
0,0,0,0,0,0,-215,0,0,2016/8/6|23:12:52.164
0,0,0,0,0,0,-191,0,0,2016/8/6|23:12:52.182
0,0,0,0,0,0,-170,0,0,2016/8/6|23:12:52.191
0,0,0,0,0,0,-155,0,0,2016/8/6|23:12:52.212
0,0,0,0,0,0,-137,0,0,2016/8/6|23:12:52.230
0,0,0,0,0,0,-114,0,0,2016/8/6|23:12:52.239
0,0,0,0,0,0,-91,0,0,2016/8/6|23:12:52.252
0,0,0,0,0,0,-72,0,0,2016/8/6|23:12:52.268
0,0,0,0,0,0,-54,0,0,2016/8/6|23:12:52.287
0,0,0,0,0,0,-39,0,0,2016/8/6|23:12:52.295
0,0,0,0,0,0,-24,0,0,2016/8/6|23:12:52.312
0,0,0,0,0,0,-9,0,0,2016/8/6|23:12:52.329
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.343
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.358
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.370
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.384
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.403
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.421
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.433
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.443
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.465
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.492
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.515
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.520
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.530
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.557
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.560
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.582
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.596
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.603
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.616
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.639
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.647
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.660
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.675
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.691
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.704
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.720
0,0,0,0,0,0,0,0,0,2016/8/6|23:12:52.738
0,0,0,0,0,0,-5,-209,-2,2016/8/6|23:12:52.751
0,0,0,0,0,0,-14,-209,-7,2016/8/6|23:12:52.761
0,0,0,0,0,0,-20,-104,-10,2016/8/6|23:12:52.777
0,0,0,0,0,0,-25,-104,-12,2016/8/6|23:12:52.790
0,0,0,0,0,0,-23,103,-12,2016/8/6|23:12:52.808
0,0,0,0,0,0,-19,103,-9,2016/8/6|23:12:52.848
0,0,0,0,0,0,-18,0,-8,2016/8/6|23:12:52.848
0,0,0,0,0,0,-18,0,-8,2016/8/6|23:12:52.849
0,0,0,0,0,0,-20,-104,-10,2016/8/6|23:12:52.869
0,0,0,0,0,0,-25,-104,-12,2016/8/6|23:12:52.879
0,0,0,0,0,0,-32,-209,-16,2016/8/6|23:12:52.910
0,0,0,0,0,0,-41,-209,-21,2016/8/6|23:12:52.924
0,0,0,0,0,0,-47,-104,-24,2016/8/6|23:12:52.924
0,0,0,0,0,0,-52,-104,-27,2016/8/6|23:12:52.943
0,0,0,0,0,0,-53,0,-27,2016/8/6|23:12:52.965
0,0,0,0,0,0,-53,0,-28,2016/8/6|23:12:52.987
0,0,0,0,0,0,-56,-104,-29,2016/8/6|23:12:52.997
0,0,0,0,0,0,-61,-104,-32,2016/8/6|23:12:53.16
0,0,0,0,0,0,-56,208,-29,2016/8/6|23:12:53.26
0,0,0,0,0,0,-47,208,-25,2016/8/6|23:12:53.43
0,0,0,0,0,0,-41,103,-21,2016/8/6|23:12:53.60
0,0,0,0,0,0,-37,103,-19,2016/8/6|23:12:53.74
0,0,0,0,0,0,-33,103,-17,2016/8/6|23:12:53.88
0,0,0,0,0,0,-25,103,-14,2016/8/6|23:12:53.88
0,0,0,0,0,0,-15,0,-13,2016/8/6|23:12:53.113
0,0,0,0,0,0,-7,0,-13,2016/8/6|23:12:53.125
0,0,0,0,0,0,-6,-104,-14,2016/8/6|23:12:53.144
0,0,0,0,0,0,-9,-104,-16,2016/8/6|23:12:53.152
0,0,0,0,0,0,-12,103,-15,2016/8/6|23:12:53.183
0,0,0,0,0,0,-10,103,-13,2016/8/6|23:12:53.183
0,0,0,0,0,0,0,312,-7,2016/8/6|23:12:53.200
0,0,0,0,0,0,14,312,0,2016/8/6|23:12:53.212
0,0,0,0,0,0,26,103,4,2016/8/6|23:12:53.231
0,0,0,0,0,0,36,103,7,2016/8/6|23:12:53.244
0,0,0,0,0,0,50,103,9,2016/8/6|23:12:53.263
0,0,0,0,0,0,61,103,12,2016/8/6|23:12:53.273
0,0,0,0,0,0,61,-209,10,2016/8/6|23:12:53.292
0,0,0,0,0,0,55,-209,6,2016/8/6|23:12:53.303
0,0,0,0,0,0,52,0,5,2016/8/6|23:12:53.323
0,0,0,0,0,0,54,0,5,2016/8/6|23:12:53.333
0,0,0,0,0,0,52,-209,3,2016/8/6|23:12:53.346
0,0,0,0,0,0,43,-209,-1,2016/8/6|23:12:53.368
0,0,0,0,0,0,29,-104,-3,2016/8/6|23:12:53.373
0,0,0,0,0,0,17,-104,-6,2016/8/6|23:12:53.392
0,0,0,0,0,0,14,103,-5,2016/8/6|23:12:53.408
0,0,0,0,0,0,14,103,-2,2016/8/6|23:12:53.431
0,0,0,0,0,0,20,312,3,2016/8/6|23:12:53.433
0,0,0,0,0,0,30,312,10,2016/8/6|23:12:53.470
0,0,0,0,0,0,41,208,16,2016/8/6|23:12:53.481
